MSA,YearMonth,UnemploymentRate,HPI (Seasonally Adjusted)
42680,202211,3.3,
42680,202212,2.9,
42680,202301,3.4,
42680,202302,3.3,
42680,202303,3.2,
42680,202304,2.9,
42680,202305,3.3,
42680,202306,3.8,
42680,202307,4.0,
42680,202308,4.3,
42680,202309,4.3,
42680,202310,4.0,
42680,202311,3.7,
42680,202312,3.5,
42680,202401,4.0,
42680,202402,3.8,
42680,202403,3.5,
42680,202404,3.4,
42680,202405,3.8,
42680,202406,4.3,
42680,202407,4.7,
42680,202408,4.6,
42680,202409,4.4,
42680,202410,4.2,
42680,202411,4.2,
42680,202412,3.8,
42680,202501,4.6,
42680,202502,4.5,
42700,199901,7.5,
42700,199902,6.8,
42700,199903,6.0,
42700,199904,5.5,
42700,199905,5.1,
42700,199906,7.4,
42700,199907,9.4,
42700,199908,9.4,
42700,199909,9.4,
42700,199910,7.9,
42700,199911,7.4,
42700,199912,5.6,
42700,200001,4.7,
42700,200002,4.3,
42700,200003,4.1,
42700,200004,3.7,
42700,200005,3.9,
42700,200006,4.8,
42700,200007,5.8,
42700,200008,6.4,
42700,200009,6.2,
42700,200010,5.3,
42700,200011,4.9,
42700,200012,4.2,
42700,200101,4.7,
42700,200102,4.4,
42700,200103,4.4,
42700,200104,4.3,
42700,200105,4.1,
42700,200106,5.4,
42700,200107,6.3,
42700,200108,6.8,
42700,200109,6.6,
42700,200110,6.6,
42700,200111,5.9,
42700,200112,5.4,
42700,200201,5.9,
42700,200202,5.5,
42700,200203,5.1,
42700,200204,5.0,
42700,200205,5.1,
42700,200206,6.7,
42700,200207,7.9,
42700,200208,8.0,
42700,200209,7.6,
42700,200210,6.8,
42700,200211,6.3,
42700,200212,5.7,
42700,200301,5.9,
42700,200302,5.5,
42700,200303,5.1,
42700,200304,4.8,
42700,200305,5.0,
42700,200306,6.5,
42700,200307,7.0,
42700,200308,7.2,
42700,200309,7.0,
42700,200310,6.0,
42700,200311,5.4,
42700,200312,4.7,
42700,200401,5.0,
42700,200402,4.7,
42700,200403,4.7,
42700,200404,4.3,
42700,200405,4.4,
42700,200406,5.4,
42700,200407,6.5,
42700,200408,6.5,
42700,200409,6.2,
42700,200410,5.9,
42700,200411,5.7,
42700,200412,4.8,
42700,200501,4.6,
42700,200502,4.4,
42700,200503,4.0,
42700,200504,3.7,
42700,200505,3.6,
42700,200506,4.4,
42700,200507,4.9,
42700,200508,4.8,
42700,200509,4.9,
42700,200510,4.5,
42700,200511,4.2,
42700,200512,3.3,
42700,200601,3.5,
42700,200602,3.4,
42700,200603,3.1,
42700,200604,2.9,
42700,200605,3.1,
42700,200606,3.9,
42700,200607,4.6,
42700,200608,4.6,
42700,200609,4.6,
42700,200610,4.2,
42700,200611,4.3,
42700,200612,3.6,
42700,200701,4.1,
42700,200702,3.9,
42700,200703,3.7,
42700,200704,3.6,
42700,200705,3.7,
42700,200706,4.9,
42700,200707,5.7,
42700,200708,5.8,
42700,200709,5.9,
42700,200710,5.7,
42700,200711,5.8,
42700,200712,5.5,
42700,200801,5.7,
42700,200802,5.4,
42700,200803,5.5,
42700,200804,5.5,
42700,200805,6.3,
42700,200806,7.2,
42700,200807,8.4,
42700,200808,8.9,
42700,200809,9.0,
42700,200810,8.9,
42700,200811,8.9,
42700,200812,8.8,
42700,200901,9.6,
42700,200902,9.5,
42700,200903,9.7,
42700,200904,9.2,
42700,200905,9.6,
42700,200906,10.8,
42700,200907,11.7,
42700,200908,11.7,
42700,200909,11.8,
42700,200910,11.7,
42700,200911,11.5,
42700,200912,10.9,
42700,201001,12.4,
42700,201002,11.9,
42700,201003,11.8,
42700,201004,11.2,
42700,201005,11.2,
42700,201006,12.6,
42700,201007,14.0,
42700,201008,13.9,
42700,201009,13.2,
42700,201010,13.1,
42700,201011,13.4,
42700,201012,12.0,
42700,201101,11.7,
42700,201102,11.2,
42700,201103,10.9,
42700,201104,10.7,
42700,201105,11.0,
42700,201106,12.1,
42700,201107,13.1,
42700,201108,12.8,
42700,201109,12.5,
42700,201110,12.1,
42700,201111,11.5,
42700,201112,10.5,
42700,201201,10.7,
42700,201202,10.3,
42700,201203,10.0,
42700,201204,9.5,
42700,201205,9.8,
42700,201206,11.2,
42700,201207,12.4,
42700,201208,11.8,
42700,201209,11.0,
42700,201210,10.8,
42700,201211,10.4,
42700,201212,9.9,
42700,201301,10.4,
42700,201302,9.5,
42700,201303,9.1,
42700,201304,8.8,
42700,201305,9.1,
42700,201306,10.4,
42700,201307,11.3,
42700,201308,11.0,
42700,201309,10.6,
42700,201310,10.5,
42700,201311,10.0,
42700,201312,9.0,
42700,201401,9.1,
42700,201402,8.8,
42700,201403,8.7,
42700,201404,7.7,
42700,201405,8.3,
42700,201406,9.3,
42700,201407,10.1,
42700,201408,9.6,
42700,201409,8.9,
42700,201410,8.7,
42700,201411,8.6,
42700,201412,7.7,
42700,201501,8.1,
42700,201502,7.6,
42700,201503,7.3,
42700,201504,6.9,
42700,201505,7.4,
42700,201506,7.9,
42700,201507,8.7,
42700,201508,8.0,
42700,201509,7.6,
42700,201510,7.4,
42700,201511,7.3,
42700,201512,6.8,
42700,201601,7.0,
42700,201602,6.6,
42700,201603,6.5,
42700,201604,6.2,
42700,201605,6.2,
42700,201606,7.1,
42700,201607,7.4,
42700,201608,7.1,
42700,201609,7.1,
42700,201610,6.9,
42700,201611,6.6,
42700,201612,6.2,
42700,201701,6.4,
42700,201702,5.9,
42700,201703,5.4,
42700,201704,5.1,
42700,201705,5.3,
42700,201706,6.0,
42700,201707,6.5,
42700,201708,6.3,
42700,201709,6.1,
42700,201710,5.7,
42700,201711,5.5,
42700,201712,5.0,
42700,201801,5.3,
42700,201802,4.9,
42700,201803,4.7,
42700,201804,4.4,
42700,201805,4.5,
42700,201806,5.3,
42700,201807,5.5,
42700,201808,5.3,
42700,201809,4.9,
42700,201810,4.8,
42700,201811,4.7,
42700,201812,4.6,
42700,201901,5.2,
42700,201902,4.7,
42700,201903,4.5,
42700,201904,4.1,
42700,201905,4.4,
42700,201906,5.0,
42700,201907,5.3,
42700,201908,5.2,
42700,201909,4.6,
42700,201910,4.5,
42700,201911,4.4,
42700,201912,4.1,
42700,202001,4.6,
42700,202002,4.1,
42700,202003,6.2,
42700,202004,10.6,
42700,202005,11.5,
42700,202006,10.5,
42700,202007,12.2,
42700,202008,8.7,
42700,202009,8.6,
42700,202010,7.3,
42700,202011,6.8,
42700,202012,6.7,
42700,202101,7.4,
42700,202102,6.4,
42700,202103,6.3,
42700,202104,6.1,
42700,202105,5.9,
42700,202106,6.9,
42700,202107,6.7,
42700,202108,6.5,
42700,202109,5.9,
42700,202110,5.2,
42700,202111,5.0,
42700,202112,4.3,
42700,202201,5.1,
42700,202202,4.5,
42700,202203,4.1,
42700,202204,3.9,
42700,202205,3.9,
42700,202206,4.7,
42700,202207,4.5,
42700,202208,4.5,
42700,202209,4.3,
42700,202210,4.3,
42700,202211,4.2,
42700,202212,3.7,
42700,202301,4.2,
42700,202302,4.0,
42700,202303,3.8,
42700,202304,3.4,
42700,202305,4.0,
42700,202306,4.7,
42700,202307,4.7,
42700,202308,5.0,
42700,202309,4.8,
42700,202310,4.6,
42700,202311,4.4,
42700,202312,4.2,
42700,202401,4.7,
42700,202402,4.6,
42700,202403,4.2,
42700,202404,4.2,
42700,202405,4.5,
42700,202406,5.3,
42700,202407,5.7,
42700,202408,5.4,
42700,202409,5.2,
42700,202410,5.0,
42700,202411,4.9,
42700,202412,4.6,
42700,202501,5.5,
42700,202502,5.5,
45220,199901,3.3,
45220,199902,3.0,
45220,199903,2.8,
45220,199904,2.8,
45220,199905,2.9,
45220,199906,3.2,
45220,199907,3.2,
45220,199908,2.8,
45220,199909,2.8,
45220,199910,2.7,
45220,199911,2.7,
45220,199912,2.3,
45220,200001,3.2,
45220,200002,3.1,
45220,200003,3.0,
45220,200004,2.9,
45220,200005,3.0,
45220,200006,3.6,
45220,200007,3.5,
45220,200008,3.5,
45220,200009,3.4,
45220,200010,3.3,
45220,200011,3.2,
45220,200012,2.9,
45220,200101,3.6,
45220,200102,3.4,
45220,200103,3.4,
45220,200104,3.4,
45220,200105,3.4,
45220,200106,4.0,
45220,200107,4.0,
45220,200108,4.1,
45220,200109,4.1,
45220,200110,4.4,
45220,200111,4.4,
45220,200112,4.3,
45220,200201,4.6,
45220,200202,4.4,
45220,200203,4.3,
45220,200204,4.4,
45220,200205,4.5,
45220,200206,5.2,
45220,200207,5.0,
45220,200208,4.9,
45220,200209,4.6,
45220,200210,4.4,
45220,200211,4.5,
45220,200212,4.3,
45220,200301,4.8,
45220,200302,4.5,
45220,200303,4.3,
45220,200304,4.2,
45220,200305,4.1,
45220,200306,4.9,
45220,200307,4.7,
45220,200308,4.7,
45220,200309,4.4,
45220,200310,4.1,
45220,200311,4.1,
45220,200312,3.7,
45220,200401,4.2,
45220,200402,3.9,
45220,200403,4.0,
45220,200404,3.7,
45220,200405,3.9,
45220,200406,4.5,
45220,200407,4.2,
45220,200408,4.1,
45220,200409,3.7,
45220,200410,3.6,
45220,200411,3.6,
45220,200412,3.4,
45220,200501,3.7,
45220,200502,3.5,
45220,200503,3.3,
45220,200504,3.1,
45220,200505,3.2,
45220,200506,3.6,
45220,200507,3.4,
45220,200508,3.3,
45220,200509,3.2,
45220,200510,3.0,
45220,200511,3.0,
45220,200512,2.6,
45220,200601,2.9,
45220,200602,2.7,
45220,200603,2.5,
45220,200604,2.5,
45220,200605,2.7,
45220,200606,3.1,
45220,200607,3.3,
45220,200608,3.1,
45220,200609,2.9,
45220,200610,2.8,
45220,200611,3.0,
45220,200612,2.7,
45220,200701,3.3,
45220,200702,3.0,
45220,200703,2.9,
45220,200704,2.8,
45220,200705,3.0,
45220,200706,3.5,
45220,200707,3.7,
45220,200708,3.5,
45220,200709,3.4,
45220,200710,3.3,
45220,200711,3.5,
45220,200712,3.5,
45220,200801,3.9,
45220,200802,3.6,
45220,200803,3.8,
45220,200804,3.6,
45220,200805,4.5,
45220,200806,5.1,
45220,200807,5.6,
45220,200808,5.6,
45220,200809,5.4,
45220,200810,5.4,
45220,200811,5.5,
45220,200812,5.9,
45220,200901,6.6,
45220,200902,6.7,
45220,200903,6.7,
45220,200904,6.4,
45220,200905,7.1,
45220,200906,7.7,
45220,200907,7.9,
45220,200908,7.5,
45220,200909,7.4,
45220,200910,7.5,
45220,200911,8.0,
45220,200912,7.9,
45220,201001,8.7,
45220,201002,8.5,
45220,201003,8.3,
45220,201004,7.9,
45220,201005,8.0,
45220,201006,8.6,
45220,201007,9.1,
45220,201008,8.8,
45220,201009,8.3,
45220,201010,8.1,
45220,201011,8.7,
45220,201012,8.5,
45220,201101,8.7,
45220,201102,8.2,
45220,201103,8.0,
45220,201104,7.6,
45220,201105,8.1,
45220,201106,9.0,
45220,201107,9.3,
45220,201108,8.9,
45220,201109,8.7,
45220,201110,8.1,
45220,201111,8.2,
45220,201112,8.0,
45220,201201,8.2,
45220,201202,7.9,
45220,201203,7.7,
45220,201204,7.3,
45220,201205,7.9,
45220,201206,8.4,
45220,201207,8.5,
45220,201208,7.8,
45220,201209,7.4,
45220,201210,7.1,
45220,201211,7.0,
45220,201212,7.0,
45220,201301,7.5,
45220,201302,6.9,
45220,201303,6.6,
45220,201304,6.3,
45220,201305,6.8,
45220,201306,7.4,
45220,201307,7.3,
45220,201308,6.9,
45220,201309,6.6,
45220,201310,6.3,
45220,201311,6.3,
45220,201312,6.1,
45220,201401,6.4,
45220,201402,6.3,
45220,201403,6.2,
45220,201404,5.6,
45220,201405,6.1,
45220,201406,6.5,
45220,201407,6.7,
45220,201408,6.4,
45220,201409,5.9,
45220,201410,5.7,
45220,201411,5.7,
45220,201412,5.3,
45220,201501,5.8,
45220,201502,5.3,
45220,201503,5.2,
45220,201504,5.0,
45220,201505,5.4,
45220,201506,5.7,
45220,201507,5.7,
45220,201508,5.4,
45220,201509,5.2,
45220,201510,5.0,
45220,201511,5.1,
45220,201512,4.8,
45220,201601,4.9,
45220,201602,4.5,
45220,201603,4.5,
45220,201604,4.3,
45220,201605,4.3,
45220,201606,5.1,
45220,201607,5.0,
45220,201608,4.9,
45220,201609,4.9,
45220,201610,4.6,
45220,201611,4.4,
45220,201612,4.3,
45220,201701,4.8,
45220,201702,4.2,
45220,201703,4.0,
45220,201704,3.8,
45220,201705,3.8,
45220,201706,4.4,
45220,201707,4.4,
45220,201708,4.3,
45220,201709,3.9,
45220,201710,3.8,
45220,201711,3.8,
45220,201712,3.5,
45220,201801,4.0,
45220,201802,3.6,
45220,201803,3.5,
45220,201804,3.3,
45220,201805,3.2,
45220,201806,4.0,
45220,201807,3.8,
45220,201808,3.6,
45220,201809,3.4,
45220,201810,3.3,
45220,201811,3.3,
45220,201812,3.2,
45220,201901,3.7,
45220,201902,3.1,
45220,201903,3.1,
45220,201904,2.8,
45220,201905,3.0,
45220,201906,3.5,
45220,201907,3.7,
45220,201908,3.5,
45220,201909,3.2,
45220,201910,3.1,
45220,201911,2.9,
45220,201912,2.7,
45220,202001,3.2,
45220,202002,2.7,
45220,202003,4.2,
45220,202004,8.0,
45220,202005,8.6,
45220,202006,8.1,
45220,202007,9.5,
45220,202008,6.7,
45220,202009,6.3,
45220,202010,5.5,
45220,202011,5.3,
45220,202012,5.2,
45220,202101,5.4,
45220,202102,4.9,
45220,202103,4.6,
45220,202104,4.3,
45220,202105,4.2,
45220,202106,4.9,
45220,202107,4.8,
45220,202108,4.5,
45220,202109,4.0,
45220,202110,3.9,
45220,202111,3.6,
45220,202112,3.2,
45220,202201,3.8,
45220,202202,3.3,
45220,202203,3.1,
45220,202204,2.9,
45220,202205,3.0,
45220,202206,3.4,
45220,202207,3.3,
45220,202208,3.2,
45220,202209,2.9,
45220,202210,3.0,
45220,202211,3.0,
45220,202212,2.5,
45220,202301,3.0,
45220,202302,2.9,
45220,202303,2.8,
45220,202304,2.6,
45220,202305,3.0,
45220,202306,3.4,
45220,202307,3.4,
45220,202308,3.4,
45220,202309,3.2,
45220,202310,3.4,
45220,202311,3.2,
45220,202312,3.0,
45220,202401,3.2,
45220,202402,3.1,
45220,202403,3.4,
45220,202404,2.9,
45220,202405,3.3,
45220,202406,3.9,
45220,202407,3.9,
45220,202408,3.9,
45220,202409,3.4,
45220,202410,3.5,
45220,202411,3.7,
45220,202412,3.3,
45220,202501,3.7,
45220,202502,3.8,
45300,199901,3.2,121.1
45300,199902,3.1,121.1
45300,199903,2.8,121.1
45300,199904,2.9,123.56
45300,199905,2.7,123.56
45300,199906,3.0,123.56
45300,199907,3.0,125.71
45300,199908,3.0,125.71
45300,199909,3.0,125.71
45300,199910,2.9,128.16
45300,199911,3.0,128.16
45300,199912,2.7,128.16
45300,200001,3.6,130.73
45300,200002,3.4,130.73
45300,200003,3.2,130.73
45300,200004,3.1,133.75
45300,200005,3.3,133.75
45300,200006,3.6,133.75
45300,200007,3.6,136.82
45300,200008,3.6,136.82
45300,200009,3.5,136.82
45300,200010,3.3,139.22
45300,200011,3.4,139.22
45300,200012,3.2,139.22
45300,200101,3.9,143.45
45300,200102,3.7,143.45
45300,200103,3.9,143.45
45300,200104,4.0,146.78
45300,200105,4.0,146.78
45300,200106,4.5,146.78
45300,200107,4.5,150.63
45300,200108,4.8,150.63
45300,200109,4.8,150.63
45300,200110,5.2,154.09
45300,200111,5.6,154.09
45300,200112,5.4,154.09
45300,200201,6.0,157.9
45300,200202,5.7,157.9
45300,200203,5.7,157.9
45300,200204,5.7,161.28
45300,200205,5.6,161.28
45300,200206,6.0,161.28
45300,200207,5.9,165.6
45300,200208,5.9,165.6
45300,200209,5.7,165.6
45300,200210,5.6,169.5
45300,200211,5.8,169.5
45300,200212,5.5,169.5
45300,200301,6.1,174.98
45300,200302,5.7,174.98
45300,200303,5.5,174.98
45300,200304,5.4,180.51
45300,200305,5.4,180.51
45300,200306,6.0,180.51
45300,200307,5.7,184.1
45300,200308,5.6,184.1
45300,200309,5.5,184.1
45300,200310,5.2,189.22
45300,200311,5.2,189.22
45300,200312,4.7,189.22
45300,200401,5.2,194.82
45300,200402,4.8,194.82
45300,200403,4.9,194.82
45300,200404,4.5,201.63
45300,200405,4.5,201.63
45300,200406,5.0,201.63
45300,200407,4.9,212.45
45300,200408,4.7,212.45
45300,200409,4.5,212.45
45300,200410,4.4,222.78
45300,200411,4.4,222.78
45300,200412,4.2,222.78
45300,200501,4.7,232.6
45300,200502,4.4,232.6
45300,200503,4.1,232.6
45300,200504,3.9,249.06
45300,200505,3.9,249.06
45300,200506,4.2,249.06
45300,200507,4.1,263.19
45300,200508,3.9,263.19
45300,200509,4.0,263.19
45300,200510,3.7,283.86
45300,200511,3.7,283.86
45300,200512,3.3,283.86
45300,200601,3.6,296.42
45300,200602,3.5,296.42
45300,200603,3.2,296.42
45300,200604,3.2,304.93
45300,200605,3.3,304.93
45300,200606,3.7,304.93
45300,200607,3.8,310.04
45300,200608,3.7,310.04
45300,200609,3.7,310.04
45300,200610,3.5,304.28
45300,200611,3.7,304.28
45300,200612,3.5,304.28
45300,200701,4.1,305.54
45300,200702,3.8,305.54
45300,200703,3.7,305.54
45300,200704,3.7,297.33
45300,200705,3.8,297.33
45300,200706,4.4,297.33
45300,200707,4.6,294.66
45300,200708,4.6,294.66
45300,200709,4.7,294.66
45300,200710,4.7,278.52
45300,200711,4.9,278.52
45300,200712,5.0,278.52
45300,200801,5.6,272.76
45300,200802,5.4,272.76
45300,200803,5.6,272.76
45300,200804,5.5,253.63
45300,200805,6.2,253.63
45300,200806,6.7,253.63
45300,200807,7.2,234.38
45300,200808,7.5,234.38
45300,200809,7.6,234.38
45300,200810,7.9,223.6
45300,200811,8.2,223.6
45300,200812,8.6,223.6
45300,200901,9.7,206.68
45300,200902,9.9,206.68
45300,200903,10.1,206.68
45300,200904,9.9,202.83
45300,200905,10.4,202.83
45300,200906,11.0,202.83
45300,200907,11.2,194.85
45300,200908,11.2,194.85
45300,200909,11.5,194.85
45300,200910,11.6,191.63
45300,200911,11.6,191.63
45300,200912,11.7,191.63
45300,201001,11.8,189.47
45300,201002,11.4,189.47
45300,201003,11.3,189.47
45300,201004,11.0,191.17
45300,201005,10.8,191.17
45300,201006,11.2,191.17
45300,201007,11.3,186.46
45300,201008,11.2,186.46
45300,201009,11.0,186.46
45300,201010,10.8,183.12
45300,201011,11.1,183.12
45300,201012,10.6,183.12
45300,201101,10.9,176.33
45300,201102,10.5,176.33
45300,201103,10.2,176.33
45300,201104,10.0,167.71
45300,201105,10.1,167.71
45300,201106,10.5,167.71
45300,201107,10.4,169.81
45300,201108,10.2,169.81
45300,201109,10.0,169.81
45300,201110,9.7,170.92
45300,201111,9.4,170.92
45300,201112,9.2,170.92
45300,201201,9.4,172.69
45300,201202,9.1,172.69
45300,201203,8.8,172.69
45300,201204,8.4,175.53
45300,201205,8.5,175.53
45300,201206,8.9,175.53
45300,201207,9.0,181.05
45300,201208,8.6,181.05
45300,201209,8.1,181.05
45300,201210,8.0,182.46
45300,201211,7.8,182.46
45300,201212,7.6,182.46
45300,201301,8.2,187.43
45300,201302,7.6,187.43
45300,201303,7.2,187.43
45300,201304,7.0,192.44
45300,201305,7.1,192.44
45300,201306,7.6,192.44
45300,201307,7.4,200.31
45300,201308,7.2,200.31
45300,201309,7.1,200.31
45300,201310,7.0,205.33
45300,201311,6.7,205.33
45300,201312,6.4,205.33
45300,201401,6.8,210.32
45300,201402,6.7,210.32
45300,201403,6.6,210.32
45300,201404,6.0,210.94
45300,201405,6.2,210.94
45300,201406,6.4,210.94
45300,201407,6.6,213.75
45300,201408,6.4,213.75
45300,201409,6.1,213.75
45300,201410,5.9,218.76
45300,201411,5.9,218.76
45300,201412,5.4,218.76
45300,201501,6.0,223.61
45300,201502,5.5,223.61
45300,201503,5.3,223.61
45300,201504,5.1,230.6
45300,201505,5.4,230.6
45300,201506,5.5,230.6
45300,201507,5.5,232.85
45300,201508,5.3,232.85
45300,201509,5.1,232.85
45300,201510,5.1,239.91
45300,201511,5.0,239.91
45300,201512,4.6,239.91
45300,201601,4.9,246.14
45300,201602,4.6,246.14
45300,201603,4.6,246.14
45300,201604,4.4,253.6
45300,201605,4.3,253.6
45300,201606,4.8,253.6
45300,201607,4.9,259.29
45300,201608,4.8,259.29
45300,201609,4.8,259.29
45300,201610,4.7,266.28
45300,201611,4.5,266.28
45300,201612,4.2,266.28
45300,201701,4.7,275.72
45300,201702,4.3,275.72
45300,201703,4.1,275.72
45300,201704,3.9,278.21
45300,201705,3.9,278.21
45300,201706,4.3,278.21
45300,201707,4.3,288.31
45300,201708,4.3,288.31
45300,201709,4.0,288.31
45300,201710,3.8,293.61
45300,201711,3.9,293.61
45300,201712,3.6,293.61
45300,201801,4.0,298.96
45300,201802,3.7,298.96
45300,201803,3.6,298.96
45300,201804,3.4,306.64
45300,201805,3.4,306.64
45300,201806,3.9,306.64
45300,201807,3.8,313.57
45300,201808,3.7,313.57
45300,201809,3.4,313.57
45300,201810,3.4,318.2
45300,201811,3.3,318.2
45300,201812,3.3,318.2
45300,201901,3.7,323.15
45300,201902,3.3,323.15
45300,201903,3.3,323.15
45300,201904,3.0,331.22
45300,201905,3.1,331.22
45300,201906,3.5,331.22
45300,201907,3.6,334.74
45300,201908,3.5,334.74
45300,201909,3.2,334.74
45300,201910,3.1,341.68
45300,201911,3.0,341.68
45300,201912,2.7,341.68
45300,202001,3.2,350.84
45300,202002,2.8,350.84
45300,202003,4.5,350.84
45300,202004,12.7,359.62
45300,202005,13.0,359.62
45300,202006,10.5,359.62
45300,202007,11.3,365.25
45300,202008,7.8,365.25
45300,202009,7.3,365.25
45300,202010,6.0,378.87
45300,202011,5.6,378.87
45300,202012,5.3,378.87
45300,202101,5.3,399.68
45300,202102,4.8,399.68
45300,202103,4.7,399.68
45300,202104,4.5,416.8
45300,202105,4.4,416.8
45300,202106,4.9,416.8
45300,202107,4.7,444.75
45300,202108,4.4,444.75
45300,202109,4.0,444.75
45300,202110,3.8,473.43
45300,202111,3.6,473.43
45300,202112,3.0,473.43
45300,202201,3.6,503.92
45300,202202,3.2,503.92
45300,202203,2.9,503.92
45300,202204,2.7,544.87
45300,202205,2.7,544.87
45300,202206,3.1,544.87
45300,202207,3.0,572.58
45300,202208,3.0,572.58
45300,202209,2.8,572.58
45300,202210,2.8,579.11
45300,202211,2.8,579.11
45300,202212,2.4,579.11
45300,202301,2.9,575.15
45300,202302,2.8,575.15
45300,202303,2.7,575.15
45300,202304,2.5,576.77
45300,202305,2.8,576.77
45300,202306,3.1,576.77
45300,202307,3.2,586.69
45300,202308,3.4,586.69
45300,202309,3.3,586.69
45300,202310,3.3,607.92
45300,202311,3.2,607.92
45300,202312,3.0,607.92
45300,202401,3.4,620.84
45300,202402,3.3,620.84
45300,202403,3.2,620.84
45300,202404,3.0,617.92
45300,202405,3.2,617.92
45300,202406,3.6,617.92
45300,202407,3.9,625.16
45300,202408,3.8,625.16
45300,202409,3.6,625.16
45300,202410,3.7,618.93
45300,202411,3.7,618.93
45300,202412,3.3,618.93
45300,202501,3.8,617.98
45300,202502,3.8,617.98
48680,199901,3.8,
48680,199902,3.4,
48680,199903,3.0,
48680,199904,3.0,
48680,199905,2.8,
48680,199906,2.9,
48680,199907,2.9,
48680,199908,2.9,
48680,199909,3.0,
48680,199910,2.7,
48680,199911,2.8,
48680,199912,2.4,
48680,200001,4.5,
48680,200002,4.2,
48680,200003,4.2,
48680,200004,3.9,
48680,200005,4.2,
48680,200006,4.7,
48680,200007,4.6,
48680,200008,4.6,
48680,200009,4.4,
48680,200010,4.3,
48680,200011,4.6,
48680,200012,4.1,
48680,200101,5.2,
48680,200102,4.9,
48680,200103,5.1,
48680,200104,5.2,
48680,200105,5.0,
48680,200106,5.8,
48680,200107,5.5,
48680,200108,5.8,
48680,200109,5.7,
48680,200110,6.1,
48680,200111,6.7,
48680,200112,6.6,
48680,200201,6.8,
48680,200202,6.2,
48680,200203,6.1,
48680,200204,5.9,
48680,200205,5.6,
48680,200206,6.4,
48680,200207,6.1,
48680,200208,6.0,
48680,200209,5.8,
48680,200210,5.7,
48680,200211,5.8,
48680,200212,5.7,
48680,200301,6.2,
48680,200302,5.5,
48680,200303,5.2,
48680,200304,5.0,
48680,200305,5.1,
48680,200306,6.0,
48680,200307,5.7,
48680,200308,5.7,
48680,200309,5.5,
48680,200310,5.0,
48680,200311,5.1,
48680,200312,4.7,
48680,200401,5.2,
48680,200402,4.8,
48680,200403,4.9,
48680,200404,4.5,
48680,200405,4.5,
48680,200406,5.1,
48680,200407,4.8,
48680,200408,4.7,
48680,200409,4.5,
48680,200410,4.3,
48680,200411,4.4,
48680,200412,4.1,
48680,200501,4.1,
48680,200502,4.1,
48680,200503,3.7,
48680,200504,3.5,
48680,200505,3.4,
48680,200506,3.7,
48680,200507,3.5,
48680,200508,3.3,
48680,200509,3.3,
48680,200510,3.0,
48680,200511,3.1,
48680,200512,2.7,
48680,200601,3.0,
48680,200602,2.9,
48680,200603,2.8,
48680,200604,2.5,
48680,200605,2.5,
48680,200606,2.9,
48680,200607,3.0,
48680,200608,2.9,
48680,200609,2.9,
48680,200610,2.7,
48680,200611,3.1,
48680,200612,2.8,
48680,200701,3.4,
48680,200702,3.2,
48680,200703,3.0,
48680,200704,3.0,
48680,200705,3.0,
48680,200706,3.6,
48680,200707,3.9,
48680,200708,3.8,
48680,200709,3.7,
48680,200710,3.8,
48680,200711,4.0,
48680,200712,4.1,
48680,200801,4.7,
48680,200802,4.6,
48680,200803,4.7,
48680,200804,4.6,
48680,200805,5.2,
48680,200806,5.7,
48680,200807,6.1,
48680,200808,6.4,
48680,200809,6.4,
48680,200810,6.5,
48680,200811,6.9,
48680,200812,7.3,
48680,200901,8.5,
48680,200902,8.8,
48680,200903,8.8,
48680,200904,8.1,
48680,200905,8.5,
48680,200906,9.0,
48680,200907,9.2,
48680,200908,9.2,
48680,200909,9.3,
48680,200910,9.4,
48680,200911,9.5,
48680,200912,9.4,
48680,201001,14.7,
48680,201002,14.0,
48680,201003,13.8,
48680,201004,13.1,
48680,201005,12.9,
48680,201006,12.9,
48680,201007,13.3,
48680,201008,13.5,
48680,201009,13.0,
48680,201010,12.7,
48680,201011,13.3,
48680,201012,12.7,
48680,201101,13.4,
48680,201102,12.7,
48680,201103,12.4,
48680,201104,11.9,
48680,201105,12.0,
48680,201106,12.7,
48680,201107,12.5,
48680,201108,12.8,
48680,201109,12.4,
48680,201110,12.1,
48680,201111,12.1,
48680,201112,11.7,
48680,201201,12.2,
48680,201202,11.5,
48680,201203,11.4,
48680,201204,10.7,
48680,201205,10.9,
48680,201206,11.2,
48680,201207,11.4,
48680,201208,11.1,
48680,201209,10.4,
48680,201210,10.3,
48680,201211,10.2,
48680,201212,10.1,
48680,201301,11.0,
48680,201302,9.9,
48680,201303,9.4,
48680,201304,9.2,
48680,201305,9.7,
48680,201306,10.1,
48680,201307,10.1,
48680,201308,9.7,
48680,201309,9.5,
48680,201310,9.6,
48680,201311,9.4,
48680,201312,8.7,
48680,201401,9.4,
48680,201402,9.1,
48680,201403,9.1,
48680,201404,8.0,
48680,201405,9.0,
48680,201406,8.6,
48680,201407,9.1,
48680,201408,8.8,
48680,201409,8.4,
48680,201410,8.5,
48680,201411,8.3,
48680,201412,7.8,
48680,201501,8.6,
48680,201502,8.2,
48680,201503,8.0,
48680,201504,7.6,
48680,201505,8.0,
48680,201506,7.7,
48680,201507,8.1,
48680,201508,7.8,
48680,201509,7.4,
48680,201510,7.5,
48680,201511,7.3,
48680,201512,7.0,
48680,201601,8.6,
48680,201602,8.2,
48680,201603,8.1,
48680,201604,8.0,
48680,201605,7.8,
48680,201606,8.0,
48680,201607,8.5,
48680,201608,8.3,
48680,201609,8.4,
